-84.37349,33.781549
-84.373481,33.781317
-84.373303,33.781408
-84.372991,33.781413
-84.380291,33.781639
-84.380136,33.781637
-84.379951,33.781535
-84.380029,33.781636
-84.376648,33.781491
-84.378812,33.780769
-84.378635,33.781472
-84.378632,33.780268
-84.378652,33.780781
-84.378552,33.779814
-84.378472,33.781521
-84.378514,33.780271
-84.378484,33.780806
-84.378321,33.780324
-84.378332,33.779725
-84.378229,33.781428
-84.378332,33.780817
-84.378155,33.78032
-84.378156,33.779717
-84.378172,33.78092
-84.377955,33.781526
-84.377996,33.780322
-84.377999,33.779721
-84.377943,33.780917
-84.377793,33.781542
-84.377812,33.780321
-84.377788,33.780822
-84.377531,33.781428
-84.377512,33.780792
-84.377508,33.780301
-84.377365,33.781511
-84.377337,33.780297
-84.377194,33.781077
-84.37721,33.781497
-84.377186,33.780835
-84.377165,33.78031
-84.376992,33.781261
-84.377028,33.779706
-84.377041,33.780819
-84.376934,33.779272
-84.377008,33.780311
-84.376861,33.781521
-84.376845,33.780322
-84.376945,33.778102
-84.377946,33.78001
-84.376855,33.779707
-84.376875,33.781258
-84.37668,33.780313
-84.376494,33.779705
-84.376584,33.780809
-84.376508,33.780325
-84.37634,33.779737
-84.376336,33.78026
-84.376337,33.780816
-84.376494,33.781496
-84.37616,33.779737
-84.376178,33.780313
-84.376116,33.779218
-84.376005,33.779742
-84.376233,33.781494
-84.376016,33.780314
-84.375826,33.77972
-84.375874,33.779305
-84.375842,33.780328
-84.375846,33.780801
-84.375724,33.779278
-84.37599,33.778064
-84.375696,33.77973
-84.375682,33.780322
-84.375534,33.781253
-84.375682,33.781524
-84.375522,33.78032
-84.375524,33.779726
-84.375346,33.781461
-84.375356,33.780823
-84.375348,33.780293
-84.375207,33.779721
-84.375193,33.780818
-84.37507,33.779292
-84.3752,33.780323
-84.375026,33.781517
-84.375004,33.780822
-84.375008,33.780313
-84.375025,33.778616
-84.375034,33.7797
-84.374862,33.781507
-84.374785,33.778171
-84.374909,33.779288
-84.374861,33.778655
-84.374865,33.779728
-84.37486,33.78083
-84.374743,33.779265
-84.374845,33.780297
-84.374763,33.781291
-84.374647,33.778221
-84.374706,33.780816
-84.3747,33.780328
-84.374661,33.778712
-84.374702,33.779719
-84.374528,33.78151
-84.374585,33.779282
-84.37452,33.780803
-84.374493,33.778276
-84.374535,33.780307
-84.37451,33.778752
-84.374538,33.779731
-84.374368,33.781508
-84.374417,33.77928
-84.374361,33.780809
-84.374366,33.780195
-84.374378,33.779735
-84.374335,33.778266
-84.374251,33.779287
-84.374318,33.778755
-84.37418,33.781509
