maxArrayPanelsCount,maxArrayAreaMeters2,numSegments,maxSunshineHoursPerYear,totSunshineHoursPerYear,areaMeters2,groundAreaMeters2,maxYearlyEnergyDcKwh,numTreePointsInFootprint,footprinAreaMeters2,longitude,latitude
0,0,1,0,0,0,0,0,3.340075,25.149137,-84.373208,33.780136
0,0,1,0,0,0,0,0,1.633317,48.98007,-84.373849,33.780103
0,0,1,0,0,0,0,0,3.615156,40.93876,-84.3737,33.779098
0,0,1,0,0,0,0,0,3.538306,9.891739,-84.378247,33.780893
45,88.360036,6,1377.573459,600523.2076,163.123083,125.754569,18204.14528,0.54485,154.170756,-84.376874,33.781045
21,41.234645,2,1477.811883,256797.6774,57.521789,51.792918,11256.17483,0.556813,86.204817,-84.376294,33.778044
32,62.833728,3,1270.058452,310867.2089,100.409724,84.703315,10797.87736,0.276582,101.235673,-84.377204,33.781251
56,109.959108,5,1497.223752,665233.4948,171.182948,132.171818,23149.35397,0.987932,171.064343,-84.376871,33.780805
0,0,1,0,0,0,0,0,4.9367,20.661576,-84.377895,33.780191
155,304.3511,3,1424.781182,2.0295e+6,355.504602,353.053046,72898.54571,1.480199,486.42102,-84.373032,33.780815
66,129.594588,5,1465.538281,932341.6499,195.109022,183.946476,31404.43563,1.58372,302.45243,-84.37672,33.778786
0,0,1,0,0,0,0,0,3.240597,71.591757,-84.377094,33.778558
0,0,1,0,0,0,0,0,4.74114,55.260975,-84.374469,33.781302
52,102.104926,9,1348.124936,807653.7257,212.596698,180.797842,20102.85062,0.485362,222.514121,-84.37392,33.779282
0,0,1,0,0,0,0,0,4.420725,20.35865,-84.378063,33.778503
0,0,1,0,0,0,0,0,4.053357,32.072183,-84.37357,33.780088
0,0,1,0,0,0,0,0,4.282275,20.082783,-84.374419,33.777929
0,0,1,0,0,0,0,0,3.378728,8.583111,-84.374786,33.778826
0,0,1,0,0,0,0,0,3.522693,265.989717,-84.377303,33.779376
0,0,1,0,0,0,0,0,2.360241,11.015825,-84.378921,33.781192
101,198.319022,4,1369.814454,1.1021e+6,253.996028,239.231146,42305.91481,0.716428,304.287527,-84.376728,33.778492
148,290.606175,4,1496.359737,2.1957e+6,403.662148,385.11419,72606.36093,0.026454,415.821174,-84.379016,33.779681
0,0,1,0,0,0,0,0,5.19688,26.169546,-84.375121,33.781013
0,0,1,0,0,0,0,0,1.544044,38.859009,-84.373375,33.777929
0,0,1,0,0,0,0,0,4.380538,54.78779,-84.3745,33.77998
0,0,1,0,0,0,0,0,3.673045,121.152894,-84.373358,33.781065
82,161.011559,4,1363.302796,1.0156e+6,238.977933,223.040893,34820.93126,1.396069,342.390008,-84.376253,33.779219
0,0,1,0,0,0,0,0,5.224757,24.690141,-84.376526,33.778302
0,0,1,0,0,0,0,0,1.96915,22.852503,-84.373587,33.780963
0,0,1,0,0,0,0,0,3.874495,111.240317,-84.374355,33.780998
0,0,1,0,0,0,0,0,4.84056,14.254548,-84.374543,33.777943
0,0,1,0,0,0,0,0,4.288027,61.566775,-84.374552,33.780093
0,0,1,0,0,0,0,0,0.114963,8.698461,-84.374142,33.778852
83,162.975052,5,1506.120377,1.0966e+6,234.065561,218.584416,37015.37338,0.583978,258.57149,-84.376675,33.779318
0,0,1,0,0,0,0,0,3.683952,16.829752,-84.375073,33.778759
0,0,1,0,0,0,0,0,3.35576,39.33535,-84.378862,33.780144
0,0,1,0,0,0,0,0,4.35033,16.55047,-84.373433,33.779807
0,0,1,0,0,0,0,0,4.034954,74.350284,-84.377097,33.778215
0,0,1,0,0,0,0,0,2.951324,44.725684,-84.378004,33.781204
0,0,1,0,0,0,0,0,0.962971,14.538338,-84.376786,33.780214
0,0,1,0,0,0,0,0,0.36728,21.781749,-84.375553,33.779841
0,0,1,0,0,0,0,0,2.736631,31.790911,-84.37578,33.781012
0,0,1,0,0,0,0,0,3.197035,56.614963,-84.373639,33.779971
12,23.562638,2,1432.425478,208310.7802,42.492343,40.735243,5362.236911,0.862449,55.655461,-84.376191,33.779952
22,43.198295,2,1445.855257,276149.9282,45.382306,43.489558,10208.97447,0.259589,57.783563,-84.37618,33.781213
12,23.562666,4,1332.232083,301470.9054,54.604399,52.350274,5094.283174,0.162497,67.693616,-84.376199,33.780117
11,21.599117,2,1535.387883,130287.3582,32.790077,28.56248,5880.114272,1.578023,46.260401,-84.374646,33.781038
0,0,1,0,0,0,0,0,4.147865,33.270124,-84.373366,33.780964
47,92.287106,2,1310.4507,597463.083,126.415868,107.884061,19504.96742,0.655264,152.610348,-84.375685,33.781299
0,0,1,0,0,0,0,0,4.140375,49.753942,-84.37454,33.778014
0,0,1,0,0,0,0,0,4.327068,56.389223,-84.375479,33.780086
15,29.453328,2,1052.038193,170195.125,43.880486,42.016912,5200.062731,0.40237,52.190806,-84.378369,33.780089
0,0,1,0,0,0,0,0,5.920532,9.289705,-84.378785,33.781125
0,0,1,0,0,0,0,0,3.356215,47.374796,-84.37713,33.780088
16,31.41686,2,1451.271598,352616.7392,64.571675,61.897027,8142.692843,0.10822,73.923713,-84.376701,33.78011
0,0,1,0,0,0,0,0,3.721949,55.07867,-84.378583,33.781291
0,0,1,0,0,0,0,0,2.650943,28.291824,-84.375117,33.780239
0,0,1,0,0,0,0,0,3.635194,10.453363,-84.373363,33.779908
0,0,1,0,0,0,0,0,3.797476,66.62319,-84.378888,33.780456
33,64.797288,3,1386.344085,376353.6307,92.368816,77.992113,14880.97762,0.632987,112.166622,-84.37686,33.779909
0,0,1,0,0,0,0,0,4.794049,54.025308,-84.377138,33.778722
0,0,1,0,0,0,0,0,3.330418,27.023635,-84.374842,33.779004
56,109.959054,5,1441.183351,782420.0737,189.764356,167.567988,24535.78168,0.155521,192.900479,-84.374976,33.777832
0,0,1,0,0,0,0,0,3.690606,63.675174,-84.372972,33.77987
16,31.416901,6,1063.838333,251865.7345,78.652766,70.620884,4940.134181,2.247156,226.508543,-84.376685,33.779693
0,0,1,0,0,0,0,0,0.973169,29.799553,-84.374595,33.778857
57,111.922536,3,1246.765521,620187.794,160.007301,132.072834,20702.63782,0.876339,190.56546,-84.37584,33.781262
0,0,1,0,0,0,0,0,4.909548,142.782988,-84.374168,33.778123
0,0,1,0,0,0,0,0,3.078663,79.579993,-84.376872,33.780095
34,66.760896,5,1398.667673,553402.254,125.12378,112.256175,14972.12017,0.410763,143.635142,-84.376568,33.778076
0,0,1,0,0,0,0,0,3.424426,53.439619,-84.373618,33.778917
84,164.9386,5,1355.701821,1.0457e+6,236.984084,220.543532,37107.20802,0.32334,256.695991,-84.376744,33.778129
25,49.088869,8,1398.850591,439859.651,132.210715,101.330675,12155.10268,1.40907,206.51926,-84.377393,33.777958
42,82.469377,7,1475.415782,710939.2003,168.867052,149.092631,18600.60822,1.314045,192.535225,-84.373091,33.779348
46,90.323558,2,1436.44324,541245.3507,128.541122,122.472938,18032.30563,1.319211,171.314522,-84.378239,33.777847
82,161.011513,8,1553.626348,1.2966e+6,251.837647,230.994088,39589.20082,0.076537,274.375511,-84.378843,33.777892
0,0,1,0,0,0,0,0,3.645325,58.705324,-84.378319,33.7811
67,131.558158,11,1446.960784,1.2433e+6,283.655927,251.679267,29060.97618,0.229327,287.798203,-84.379078,33.78124
0,0,1,0,0,0,0,0,4.190038,172.31347,-84.374247,33.777905
65,127.631097,10,1529.979057,1.126e+6,246.347501,196.318724,31060.50768,0.46374,247.983523,-84.375674,33.780829
47,92.286999,4,1373.003604,632518.915,136.261275,126.622833,18710.13078,0.812266,150.197033,-84.376424,33.781334
0,0,1,0,0,0,0,0,2.558392,69.18409,-84.377037,33.780105
68,133.521646,8,1491.96718,1.4029e+6,258.024525,212.385669,32481.91548,0.145719,233.325347,-84.375991,33.781501
32,62.833677,5,1310.746003,466161.7191,128.57028,114.56278,11397.10956,1.429597,291.690667,-84.379082,33.781097
111,217.954592,7,1487.329139,1.4346e+6,341.563535,286.890222,46596.32773,0.933707,381.275889,-84.376058,33.781028
15,29.453319,3,1363.435465,151980.4991,46.366912,42.723705,4829.629311,0.998831,70.081938,-84.376381,33.77995
28,54.97962,4,1526.630446,381687.1562,90.561734,80.865939,13649.49433,0.402436,94.424859,-84.380402,33.778142
27,53.016,6,1349.037368,326914.494,94.459111,76.758188,10785.77823,1.843607,125.297841,-84.38028,33.778119
0,0,1,0,0,0,0,0,4.009975,61.84577,-84.380364,33.779765
43,84.432902,13,1437.217548,704129.7718,195.751119,168.68999,14073.78513,1.911111,300.872102,-84.379417,33.777907
64,125.667412,6,1534.516825,806482.0827,192.674943,171.039164,30339.55762,0.187117,219.113739,-84.380093,33.777966
112,219.918171,5,1462.264804,1.716e+6,304.575679,289.437408,50436.7517,0.251109,314.604764,-84.379386,33.778048
50,98.177593,6,1547.327814,771911.785,211.888447,184.656606,23070.32606,0.336979,204.760294,-84.380064,33.77811
77,151.193764,10,1448.697396,1.1772e+6,260.246135,211.889692,31100.73945,1.144186,267.439148,-84.379406,33.778334
93,182.610541,9,1550.551863,1.4113e+6,351.201003,302.125307,43186.97169,0.226569,348.679603,-84.380068,33.778408
30,58.906664,4,1226.134801,345458.3013,92.383878,86.029227,9509.80127,4.215999,226.518075,-84.379391,33.778496
52,102.104956,7,1505.220164,625978.7717,179.665435,154.293938,23458.24024,0.63102,220.278435,-84.380031,33.778557
105,206.173296,9,1526.116479,1.737e+6,400.088514,370.594644,53290.82176,0.115139,425.571132,-84.380083,33.778694
0,0,1,0,0,0,0,0,2.598674,18.85577,-84.37912,33.778579
91,178.683577,9,1476.076755,1.5536e+6,293.823571,263.27763,39607.63573,0.352718,286.34802,-84.379339,33.778828
51,100.141327,4,1450.142878,493513.8287,140.746745,118.600594,23055.50834,1.229881,204.084734,-84.379973,33.778829
131,257.225761,1,1383.930081,1.4737e+6,290.932174,290.340467,65333.21206,0.456638,337.247193,-84.380022,33.778967
53,104.068498,6,1487.244817,888453.6579,181.843684,154.861282,23237.70104,1.920538,253.574776,-84.379337,33.778968
69,135.485271,9,1450.692362,1.16e+6,246.681871,219.165997,28149.43125,0.757807,259.960492,-84.379311,33.779121
51,100.141392,10,1449.046049,685563.4222,216.006123,175.654252,21277.914,0.810037,228.384516,-84.379966,33.779119
91,178.683521,9,1531.073238,1.4894e+6,288.527172,247.472735,44018.88807,0.570729,324.146886,-84.379261,33.779248
38,74.615096,8,1442.676286,579928.3912,160.466194,142.170134,14897.82022,1.195397,220.847193,-84.379935,33.779262
96,188.501343,8,1356.06013,1.1071e+6,273.761139,231.478902,40247.25207,0.453899,266.57937,-84.379235,33.779403
59,115.849881,7,1333.128439,797704.2849,211.508566,185.912387,25446.71159,0.647738,234.662764,-84.379946,33.779412
66,129.594668,6,1488.220454,969676.5249,233.437146,212.109056,28545.58685,0.831395,268.224048,-84.379897,33.779638
107,210.100444,4,1354.278871,1.7051e+6,305.203569,291.049823,50635.10912,0.850562,356.235059,-84.379302,33.779779
49,96.214181,8,1415.609115,720333.9878,205.6777,178.114179,19640.57786,1.074654,264.271107,-84.379878,33.779781
0,0,1,0,0,0,0,0,2.57075,24.117476,-84.380188,33.779962
21,41.234691,5,1028.095204,211098.3878,81.736595,67.003256,6003.714253,4.198609,220.311043,-84.379213,33.780028
21,41.234544,4,1136.245257,228236.1394,87.770779,75.243694,6257.027916,2.695163,248.96455,-84.379789,33.78006
0,0,1,0,0,0,0,0,3.424274,236.254487,-84.379174,33.780168
102,200.282441,8,1445.49169,1.4469e+6,331.272578,291.043536,40637.77875,0.439009,341.678284,-84.379786,33.780194
0,0,1,0,0,0,0,0,3.652221,150.31947,-84.379207,33.78031
96,188.501251,6,1342.376299,1.5118e+6,273.542923,261.381244,41755.65395,1.421359,333.483693,-84.379804,33.780336
0,0,1,0,0,0,0,0,2.490543,234.487023,-84.379133,33.780439
50,98.177594,10,1248.388945,827811.6625,204.331733,178.358477,18101.49773,1.237685,239.156226,-84.37978,33.780494
32,62.83371,11,1363.98271,715270.8785,159.043446,127.249631,14233.72879,2.574028,235.817188,-84.37977,33.78063
75,147.266521,6,1487.645542,917549.2215,242.347309,194.490557,31957.79914,0.628914,241.686559,-84.379091,33.780833
0,0,2,0,0,0,0,0,3.76858,210.424058,-84.379765,33.780762
50,98.177763,10,1364.476338,1.0501e+6,203.558308,173.557258,19455.22122,0.40448,224.980252,-84.379713,33.780904
0,0,1,0,0,0,0,0,4.072776,253.389802,-84.37909,33.780961
39,76.578778,4,1384.531109,586354.4649,127.9208,104.873456,15575.67156,1.424048,160.107013,-84.379665,33.78105
35,68.724566,9,1263.072921,637382.6797,177.563496,144.237203,12012.12596,1.011839,192.718414,-84.379647,33.78118
64,125.667328,8,1326.645586,892373.2888,210.90443,178.207569,25869.40577,1.417954,267.286612,-84.379668,33.78132
66,129.594712,11,1446.001954,1.2211e+6,264.615535,226.643691,29390.03889,0.475207,258.83466,-84.379106,33.781366
32,62.833694,10,1395.174405,682126.5859,147.494494,118.078581,13050.29344,1.354841,155.737861,-84.379649,33.781436
43,84.432775,7,1499.554865,796339.5102,160.326828,143.879306,20253.32145,0.303673,214.046112,-84.379108,33.781495
42,82.469529,5,1368.436862,706525.3172,151.227615,125.553469,17735.45451,2.140866,206.925598,-84.379659,33.781548
24,47.125383,4,1453.658279,284033.9682,56.944942,47.745424,11554.85952,2.573698,184.170811,-84.379119,33.781617
28,54.979619,5,1243.052841,415888.559,103.398992,87.230707,9170.647479,2.157418,165.012081,-84.37965,33.781654
35,68.724478,7,1528.061581,674884.3859,149.670627,134.926922,16768.77439,0.471128,182.54076,-84.380253,33.781162
104,204.209546,4,1436.118942,1.0153e+6,252.683547,213.422921,45995.98406,0.490264,254.964804,-84.380392,33.780657
34,66.760963,6,1196.824385,458055.1983,135.381695,109.705358,13623.28872,1.826365,238.177964,-84.379858,33.779922
84,164.93846,8,1537.048473,1.0767e+6,282.961701,237.863703,40191.22507,0.607063,288.273242,-84.380408,33.780483
62,121.740662,8,1460.339329,768711.6818,217.468995,181.301039,23747.94237,0.395659,361.422592,-84.380558,33.779842
0,0,1,0,0,0,0,0,0.987151,396.089181,-84.380403,33.780329
0,0,1,0,0,0,0,0,5.788829,160.308766,-84.380548,33.778426
0,0,1,0,0,0,0,0,3.393801,9.134302,-84.380305,33.779205
0,0,1,0,0,0,0,0,0.445091,15.727122,-84.379001,33.77869
0,0,1,0,0,0,0,0,4.033589,49.583635,-84.379951,33.780939
14,27.489832,2,1313.503971,204234.6607,45.69881,41.435518,6203.386563,0.081297,49.202475,-84.379899,33.781079
0,0,1,0,0,0,0,0,2.677301,52.664981,-84.379087,33.77883
12,23.562684,3,1164.059881,162446.8225,47.048648,41.498596,4334.111975,1.04187,63.347646,-84.380276,33.778593
0,0,1,0,0,0,0,0,4.119778,24.273151,-84.379039,33.778483
0,0,1,0,0,0,0,0,2.380965,50.399738,-84.38027,33.780079
0,0,1,0,0,0,0,0,4.296948,40.493853,-84.37993,33.780866
0,0,2,0,0,0,0,0,2.510693,71.29507,-84.379868,33.781169
8,15.708466,4,1053.739972,205035.3148,48.035336,44.708626,2971.262059,1.979156,83.368887,-84.379186,33.777934
0,0,1,0,0,0,0,0,1.526297,39.310819,-84.380417,33.777975
0,0,1,0,0,0,0,0,1.366114,32.208136,-84.378999,33.778741
0,0,1,0,0,0,0,0,4.702146,34.239688,-84.380012,33.780741
0,0,1,0,0,0,0,0,2.26513,9.712466,-84.380244,33.780592
119,233.663097,10,1550.482268,1.3678e+6,349.602925,275.757269,51793.3445,0.490978,323.84376,-84.380252,33.780959
9,17.671972,3,1332.018341,127053.0572,29.906969,27.806926,2989.266222,1.974478,65.840173,-84.379158,33.778429
7,13.744895,3,1250.980503,137614.3195,33.696022,31.226972,2543.559094,1.102116,45.367258,-84.379083,33.777956
107,210.100263,8,1495.208484,1.178e+6,327.864654,275.360416,43546.06921,0.689086,342.482463,-84.380299,33.780811
0,0,1,0,0,0,0,0,4.436035,167.491909,-84.380084,33.780184
0,0,1,0,0,0,0,0,3.4681,251.434496,-84.380215,33.779691
0,0,1,0,0,0,0,0,5.067012,74.600185,-84.380331,33.778877
15,29.453343,3,1188.509985,246389.2267,59.956499,55.432613,6416.177391,2.583042,132.402033,-84.380368,33.778716
64,125.667618,8,1253.07902,978522.7927,247.703149,217.200288,22060.77,3.172081,382.083576,-84.379326,33.778665
81,159.048042,10,1537.172098,989112.0339,283.244808,237.796558,34182.83594,0.305044,324.542815,-84.380474,33.780199
37,72.6515,6,1528.271473,705665.8392,171.769812,153.110131,17382.52392,0.35286,181.375306,-84.380292,33.781078
0,0,3,0,0,0,0,0,0.328852,218.943218,-84.380636,33.779661
8,15.708464,3,1307.733349,166973.2162,29.613745,27.510593,3795.33859,2.16107,76.351065,-84.37915,33.778312
22,43.198203,1,1271.597996,293815.7225,56.414316,56.351711,9956.648014,1.614925,163.475045,-84.377881,33.77703
54,106.031872,10,1192.892435,804925.4751,214.552715,180.298258,19156.18085,2.136919,239.129344,-84.377089,33.775102
54,106.031988,6,1369.86545,900818.7665,189.263878,172.736985,21855.48265,0.902355,232.724247,-84.37709,33.775962
42,82.469383,5,1280.774967,759714.2702,161.972843,143.591637,16230.81653,2.50178,261.813587,-84.377093,33.774667
23,45.161831,8,1278.254066,364911.4815,97.31315,86.584608,7555.698921,2.411363,205.69281,-84.376944,33.775106
0,0,1,0,0,0,0,0,2.859431,95.473541,-84.37689,33.77583
60,117.813198,5,1536.327233,879539.7905,163.914502,136.138734,27336.12545,1.703356,261.83604,-84.376936,33.774669
56,109.959093,4,1323.476168,738162.3709,166.787649,147.69741,21956.19811,0.666514,199.545812,-84.37692,33.775554
7,13.744899,4,1393.821372,117586.2714,39.475952,32.993817,3322.580918,2.528019,88.60694,-84.376882,33.775981
49,96.214134,5,1462.071739,827463.8677,168.1509,147.73615,20870.83074,0.129476,169.915638,-84.376766,33.775551
52,102.104784,7,1508.49385,942149.907,189.246371,161.249067,24698.92848,0.456564,197.124447,-84.376774,33.776419
49,96.214295,9,1356.182372,795443.2375,206.681109,172.864033,18628.65927,0.917789,219.004647,-84.376803,33.775111
44,86.396436,6,1452.942696,837455.7511,169.765485,151.672938,19402.62361,0.889179,242.92069,-84.376769,33.775952
25,49.088885,3,1532.916025,471683.1864,98.098802,87.69844,11960.82821,0.951473,187.07826,-84.376758,33.774644
43,84.432829,6,1484.237989,885363.0386,170.407378,156.086078,20701.78136,0.172054,180.176394,-84.376615,33.776416
42,82.469426,6,1441.295221,728008.5033,145.172459,130.622554,21195.36376,0.144473,145.356181,-84.37664,33.775124
38,74.615149,5,1459.115819,481978.8482,119.744104,106.297401,17045.63809,1.532076,255.209311,-84.376615,33.775958
83,162.975083,6,1502.718288,1.3601e+6,264.48781,232.955522,36570.23242,0.432136,277.690102,-84.376603,33.774664
30,58.906552,4,1197.338472,365694.095,85.371427,78.799722,12076.97366,3.39798,243.674183,-84.376621,33.775554
15,29.453305,3,1285.718828,252804.2808,65.78088,57.374965,6079.030402,2.371486,176.260798,-84.376451,33.775971
25,49.088937,7,1319.671042,535633.4266,128.374601,112.674022,9922.020937,1.102252,168.745488,-84.376476,33.775103
86,168.865711,4,1473.206673,1.3868e+6,228.192564,217.327118,41780.335,0.115624,250.812942,-84.376451,33.774662
80,157.084445,6,1505.864604,1.3601e+6,256.376025,230.651672,36965.73822,0.126364,261.150748,-84.376461,33.775565
32,62.833888,6,1345.918514,605847.835,135.358391,120.497302,13173.58384,1.432958,170.97495,-84.376316,33.775102
41,80.505802,4,1282.850348,631233.221,131.408988,119.883579,17593.75316,2.097295,256.997726,-84.3763,33.775963
66,129.594742,6,1337.280749,1.048e+6,229.018137,200.054303,27171.29864,0.935703,266.110104,-84.376293,33.774665
81,159.047736,5,1540.834267,1.4937e+6,252.984539,229.01928,40265.58831,0.267586,265.335123,-84.376308,33.775564
52,102.10492,6,1375.326431,766597.2069,137.241022,136.368267,26085.20285,0.398391,190.767189,-84.376262,33.776425
11,21.599082,6,1087.756413,151532.5961,60.288651,44.366734,3049.170296,2.532638,199.001952,-84.376139,33.774664
44,86.396482,6,1414.863448,878715.3967,161.382953,144.437072,19826.53655,0.166007,162.643957,-84.376161,33.775104
61,119.776845,7,1413.052101,1.1335e+6,220.001692,196.827277,27645.39948,0.224746,222.473075,-84.376145,33.775965
35,68.724422,6,1424.471919,612895.3471,133.887771,118.676208,13928.04816,1.375709,173.001697,-84.375971,33.774657
30,58.90664,6,1402.383986,484473.9555,103.912119,90.666213,12870.92033,1.752355,233.970887,-84.376015,33.775552
59,115.849828,4,1355.94058,855404.6308,180.180108,165.044666,26655.76614,0.950347,209.397282,-84.376093,33.776433
54,106.03193,5,1280.400887,836507.7994,176.113497,156.786229,21902.63503,0.820996,221.681959,-84.37601,33.775092
61,119.776812,8,1424.851408,935210.1681,245.052746,181.685973,26116.26406,0.46128,216.78813,-84.376012,33.775957
0,0,1,0,0,0,0,0,3.36752,17.223358,-84.376046,33.775703
40,78.5422,6,1255.939282,666739.0909,150.647485,139.247288,16189.39817,1.203683,194.403389,-84.375938,33.77642
0,0,2,0,0,0,0,0,3.593086,100.749046,-84.376002,33.774946
65,127.631094,5,1433.657403,941071.7003,211.264591,179.480751,27586.95134,0.209588,200.392888,-84.375853,33.775974
0,0,1,0,0,0,0,0,2.412528,15.751114,-84.375705,33.77482
0,0,1,0,0,0,0,0,2.726557,210.88865,-84.375852,33.775565
32,62.833679,7,1233.492155,526977.9693,126.406166,115.474117,12793.91401,0.670456,161.084278,-84.375772,33.776412
51,100.141404,4,1263.267778,795301.1513,167.421149,149.301076,19477.49394,1.497472,212.357928,-84.375622,33.77512
0,0,1,0,0,0,0,0,4.645062,156.079725,-84.375704,33.775967
22,43.198124,7,1278.347088,364198.7208,89.784822,75.278519,8834.045549,1.961159,231.495778,-84.375615,33.774705
57,111.922668,7,1317.937036,885100.3292,188.750919,168.126071,23295.70806,0.886952,226.618744,-84.375696,33.775564
31,60.870155,6,1325.330118,551755.5126,129.326015,114.912677,12693.91073,0.856314,179.840586,-84.375625,33.776412
8,15.70842,6,1089.148048,134477.6486,52.021121,42.723599,2499.359028,2.636814,159.283161,-84.375474,33.775111
0,0,1,0,0,0,0,0,4.368396,186.109496,-84.375527,33.775954
41,80.505641,10,1490.63011,859756.9263,181.566893,148.53973,16872.3943,0.838885,237.219506,-84.37547,33.774702
80,157.084383,4,1373.957537,1.3602e+6,224.672013,215.931667,38368.94052,1.246077,329.032504,-84.375548,33.775586
48,94.250611,10,1380.283879,838741.2521,201.474587,175.152722,19201.50633,0.712409,218.975416,-84.375448,33.776417
21,41.234751,5,1036.756083,289788.4807,81.856554,73.267527,7098.156515,2.604765,164.314269,-84.375322,33.775112
52,102.104828,2,1271.233499,671496.5907,131.602391,114.231315,21903.80219,0.084395,130.339802,-84.375392,33.775964
33,64.79728,7,1524.145424,557214.3836,109.36436,94.197862,15221.70137,0.708322,172.238153,-84.375331,33.774684
50,98.177813,6,1515.442441,1.0288e+6,178.446417,157.63494,23913.61495,0.222467,179.801896,-84.375391,33.775534
53,104.068327,8,1523.308559,880762.5881,200.411456,164.98224,19782.07767,0.73707,213.005552,-84.375179,33.774684
45,88.36004,6,1258.035577,730508.3369,189.11827,163.986542,15288.37791,1.981377,205.917436,-84.375163,33.775107
16,31.416801,3,1013.124076,170106.4609,50.451825,45.768272,5459.501755,4.588314,239.085637,-84.375003,33.775104
38,74.615158,7,1544.428385,706847.3605,149.480349,123.921631,19278.728,1.123452,186.033779,-84.374992,33.774689
54,106.031844,5,1254.441512,824303.0237,179.373858,164.695006,20780.50665,0.68321,203.451306,-84.375004,33.775545
38,74.615092,4,1508.205533,699157.0247,132.056902,120.213269,17876.57609,0.829743,159.085409,-84.374958,33.776406
59,115.849812,8,1186.615612,844288.1719,227.707248,186.119858,21086.47872,0.846436,231.559019,-84.374838,33.775106
62,121.740551,4,1421.141427,942946.2977,187.378171,162.210354,26751.48092,1.514882,305.634451,-84.37484,33.774726
0,0,1,0,0,0,0,0,3.779085,245.297494,-84.374837,33.775549
107,210.100247,3,1364.667158,1.3386e+6,263.790897,259.856408,46834.16326,0.735661,311.284858,-84.374773,33.776447
39,76.578556,4,1095.07215,514302.7659,134.775285,120.005889,13831.91035,2.665557,245.727262,-84.374674,33.775085
93,182.610607,2,1387.668157,1.3069e+6,218.757558,216.590704,45990.80729,0.317826,242.271291,-84.374834,33.775922
45,88.359927,9,1470.882733,1.0122e+6,188.874623,168.856982,21651.76315,0.99702,244.729271,-84.374665,33.774707
0,0,1,0,0,0,0,0,3.416025,221.309842,-84.374677,33.775545
0,0,1,0,0,0,0,0,3.408516,8.214719,-84.374668,33.776594
41,80.505838,9,1443.75429,784752.239,186.372711,149.653342,17190.54098,0.621621,201.087149,-84.374505,33.774697
36,70.687979,3,1301.666928,600322.4481,120.352288,116.051862,15618.78838,0.775186,172.861705,-84.374501,33.775093
49,96.214338,10,1370.459456,920365.933,243.470756,199.993828,20909.38644,0.395405,250.375926,-84.374521,33.775956
0,0,1,0,0,0,0,0,3.888295,326.106962,-84.374509,33.775568
29,56.943187,4,1184.211276,375808.0657,106.505628,96.511694,10335.09555,2.177982,178.146588,-84.374468,33.776422
48,94.250737,7,1370.565186,963639.4788,209.200918,176.844339,21886.91682,0.195076,205.048395,-84.374375,33.775096
16,31.416791,7,1216.546319,251436.9022,73.888706,60.30352,6111.085896,2.815333,266.043086,-84.374362,33.775947
50,98.177769,10,1400.656918,954863.3447,212.888916,188.832631,22487.07732,0.696659,233.973724,-84.374354,33.774715
0,0,1,0,0,0,0,0,3.300054,210.602623,-84.374337,33.775546
108,212.063971,5,1426.272215,1.6067e+6,322.723444,301.444235,47995.29085,0.688833,374.546746,-84.374293,33.776535
57,111.922609,5,1335.995759,922244.5415,183.0787,166.970034,25067.78632,0.22681,193.995382,-84.374239,33.775114
60,117.813321,4,1405.583492,929928.1584,177.582366,157.03451,26768.4107,0.842367,236.23915,-84.374173,33.774698
50,98.177796,6,1325.111751,754348.4427,164.498121,151.070775,20190.29066,0.427541,177.760767,-84.374173,33.775943
0,0,1,0,0,0,0,0,3.28666,140.872508,-84.374155,33.775521
0,0,1,0,0,0,0,0,3.66223,9.557017,-84.374053,33.77663
50,98.177667,3,1346.49765,786469.6015,146.209543,131.589798,23251.43974,0.234379,153.597349,-84.374122,33.775127
59,115.849758,3,1337.962815,786991.4197,151.446387,136.638037,25771.59416,0.132505,158.484474,-84.373989,33.775129
70,137.448841,6,1520.515538,1.1322e+6,207.90956,179.939095,32997.0125,1.073451,272.95154,-84.374014,33.7747
55,107.995564,5,1299.640413,593146.5514,157.957903,117.772868,20290.41314,1.472063,221.45791,-84.374021,33.775538
5,9.817787,2,1336.724053,152715.8736,31.008553,28.779497,2442.316405,2.815315,193.228839,-84.374013,33.775951
73,143.339713,6,1413.222182,1.1888e+6,224.251314,203.886843,33232.88008,0.314999,234.921298,-84.373977,33.776454
63,123.704025,7,1271.977942,866002.9489,178.155504,153.085231,26214.23592,1.504541,295.771177,-84.373846,33.775098
14,27.489838,5,1562.35143,358642.3867,64.016318,55.108656,7013.486504,0.79436,124.628562,-84.373856,33.774665
51,100.14126,6,1353.583331,605984.0373,156.959881,132.675105,15317.71822,1.620227,212.93307,-84.373857,33.775525
17,33.380523,3,1331.81816,322910.3895,72.467937,65.9977,6729.414853,2.381493,176.77985,-84.373851,33.77596
49,96.214094,7,1509.97373,865278.5125,167.979848,150.438486,22023.19233,0.221301,167.192762,-84.373796,33.776402
0,0,1,0,0,0,0,0,4.033088,124.966293,-84.3737,33.774679
25,49.088809,7,1265.437748,376693.9162,109.676121,86.990835,8343.235793,2.238535,178.241538,-84.373698,33.775108
0,0,1,0,0,0,0,0,0.736598,12.218328,-84.373507,33.774819
0,0,2,0,0,0,0,0,4.658823,229.0278,-84.373685,33.775539
